"","Exp","Dist","Dia","Turno","Long","Lat","TipVeh","Sexo","Edad","TipPer","Vict","gravedad","TipAcc"
"4476","2018S003559    ","Horta-Guinardó","Dilluns","Tarda",2.13313,41.431827,"Cotxe","Home",52,"Passatger","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió lateral"
"4477","2018S003559    ","Horta-Guinardó","Dilluns","Tarda",2.13313,41.431827,"Cotxe","Home",52,"Passatger","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió frontal"
"4478","2018S003559    ","Horta-Guinardó","Dilluns","Tarda",2.13313,41.431827,"Cotxe","Home",40,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Xoc"
"4479","2018S003559    ","Horta-Guinardó","Dilluns","Tarda",2.13313,41.431827,"Cotxe","Home",40,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"4480","2018S003559    ","Horta-Guinardó","Dilluns","Tarda",2.13313,41.431827,"Cotxe","Home",40,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió frontal"
"4481","2018S003559    ","Horta-Guinardó","Dilluns","Tarda",2.13313,41.431827,"Cotxe","Home",18,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Xoc"
"4482","2018S003559    ","Horta-Guinardó","Dilluns","Tarda",2.13313,41.431827,"Cotxe","Home",18,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"4483","2018S003559    ","Horta-Guinardó","Dilluns","Tarda",2.13313,41.431827,"Cotxe","Home",18,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió frontal"
"4484","2018S003559    ","Horta-Guinardó","Dilluns","Tarda",2.13313,41.431827,"Cotxe","Home",47,"Passatger","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Xoc"
"4485","2018S003559    ","Horta-Guinardó","Dilluns","Tarda",2.13313,41.431827,"Cotxe","Home",47,"Passatger","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió lateral"
"4486","2018S003559    ","Horta-Guinardó","Dilluns","Tarda",2.13313,41.431827,"Cotxe","Home",47,"Passatger","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió frontal"
"4487","2018S003559    ","Horta-Guinardó","Dilluns","Tarda",2.13313,41.431827,"Cotxe","Home",42,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Xoc"
"4488","2018S003559    ","Horta-Guinardó","Dilluns","Tarda",2.13313,41.431827,"Cotxe","Home",42,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"4489","2018S003559    ","Horta-Guinardó","Dilluns","Tarda",2.13313,41.431827,"Cotxe","Home",42,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió frontal"
"4490","2018S003559    ","Horta-Guinardó","Dilluns","Tarda",2.13313,41.431827,"Cotxe","Home",21,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Xoc"
"4491","2018S003559    ","Horta-Guinardó","Dilluns","Tarda",2.13313,41.431827,"Cotxe","Home",21,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"4492","2018S003559    ","Horta-Guinardó","Dilluns","Tarda",2.13313,41.431827,"Cotxe","Home",21,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió frontal"
"4493","2018S003560    ","Eixample","Dilluns","Tarda",2.166274,41.38656,"Motocicleta","Home",36,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió lateral"
"4494","2018S003562    ","Sant Andreu","Dimarts","Matí",2.20493,41.444642,"Motocicleta","Home",36,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"4495","2018S003563    ","Eixample","Dimarts","Matí",2163,41.389045,"Motocicleta","Home",43,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"4496","2018S003564    ","Eixample","Dimarts","Matí",2.17889,41.404391,"Motocicleta","Home",62,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"4497","2018S003565    ","Eixample","Dimarts","Matí",2.180176,41.403805,"Motocicleta","Dona",34,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"4498","2018S003566    ","Sants-Montjuïc","Dimarts","Matí",2.1418,41.356324,"Motocicleta","Home",30,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda (dues rodes)"
"4499","2018S003566    ","Sants-Montjuïc","Dimarts","Matí",2.1418,41.356324,"Motocicleta","Dona",39,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda (dues rodes)"
"4500","2018S003567    ","Sant Andreu","Dimarts","Matí",2.195909,41.449373,"Motocicleta","Home",50,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"4501","2018S003568    ","Sarrià-Sant Gervasi","Dimarts","Matí",2.147916,41.402095,"Cotxe","Home",42,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"4502","2018S003568    ","Sarrià-Sant Gervasi","Dimarts","Matí",2.147916,41.402095,"Cotxe","Dona",40,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"4503","2018S003568    ","Sarrià-Sant Gervasi","Dimarts","Matí",2.147916,41.402095,"Cotxe","Dona",30,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"4504","2018S003569    ","Eixample","Dimarts","Matí",2.175453,41.412032,"Motocicleta","Home",70,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Xoc"
"4505","2018S003570    ","Eixample","Dimarts","Matí",2.167742,41.388136,"Altres","Home",37,"Vianant","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Atropellament"
"4506","2018S003571    ","Sants-Montjuïc","Dimarts","Matí",2.150356,41.375414,"Cotxe","Home",26,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"4507","2018S003571    ","Sants-Montjuïc","Dimarts","Matí",2.150356,41.375414,"Cotxe","Dona",24,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"4508","2018S003572    ","Eixample","Dimarts","Tarda",2.155059,41.384771,"Motocicleta","Dona",28,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"4509","2018S003573    ","Sant Andreu","Dimarts","Tarda",2.179784,41.421665,"Motocicleta","Home",31,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Atropellament"
"4510","2018S003573    ","Sant Andreu","Dimarts","Tarda",2.179784,41.421665,"Motocicleta","Home",50,"Vianant","Ferit greu: hospitalització superior a 24h",1,"Atropellament"
"4511","2018S003574    ","Eixample","Dimarts","Tarda",2.14719,41.38219,"Motocicleta","Dona",50,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió lateral"
"4512","2018S003575    ","Sant Martí","Dimarts","Matí",2.185793,41.409889,"Furgoneta","Dona",34,"Vianant","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Atropellament"
"4513","2018S003576    ","Sant Andreu","Dimarts","Tarda",2.185806,41.425646,"Cotxe","Dona",26,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"4514","2018S003576    ","Sant Andreu","Dimarts","Tarda",2.185806,41.425646,"Cotxe","Dona",29,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"4515","2018S003577    ","Eixample","Dimarts","Tarda",2.174585,41.394548,"Motocicleta","Home",36,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Atropellament"
"4516","2018S003577    ","Eixample","Dimarts","Tarda",2.174585,41.394548,"Motocicleta","Home",30,"Vianant","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Atropellament"
"4517","2018S003578    ","Nou Barris","Dimarts","Tarda",2.189294,41.453076,"Cotxe","Home",47,"Passatger","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"4518","2018S003578    ","Nou Barris","Dimarts","Tarda",2.189294,41.453076,"Cotxe","Home",53,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"4519","2018S003579    ","Sarrià-Sant Gervasi","Dimarts","Tarda",2.152332,41.395665,"Bicicleta","Home",39,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió fronto-lateral"
"4520","2018S003579    ","Sarrià-Sant Gervasi","Dimarts","Tarda",2.152332,41.395665,"Motocicleta","Home",38,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió fronto-lateral"
"4521","2018S003580    ","Eixample","Dimarts","Tarda",2.174422,41.394038,"Motocicleta","Home",68,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió fronto-lateral"
"4522","2018S003580    ","Eixample","Dimarts","Tarda",2.174422,41.394038,"Bicicleta","Home",20,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió fronto-lateral"
"4523","2018S003581    ","Gràcia","Dimarts","Tarda",2.162016,41.406563,"Motocicleta","Dona",20,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"4524","2018S003582    ","Ciutat Vella","Dimarts","Tarda",2.195974,41.386421,"Cotxe","Dona",65,"Vianant","Ferit lleu: Hospitalització fins a 24h",0,"Atropellament"
"4525","2018S003583    ","Sarrià-Sant Gervasi","Dimarts","Tarda",2.152656,41.396782,"Motocicleta","Dona",20,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió lateral"
"4526","2018S003584    ","Eixample","Dimarts","Tarda",2.158472,41.39074,"Motocicleta","Home",42,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió lateral"
"4527","2018S003585    ","Horta-Guinardó","Dimarts","Tarda",2.163124,41.433003,"Cotxe","Home",48,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió fronto-lateral"
"4528","2018S003586    ","Eixample","Dimarts","Tarda",2.162075,41.376074,"Motocicleta","Home",42,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"4529","2018S003587    ","Eixample","Dimarts","Tarda",2.175427,41.398385,"Motocicleta","Home",24,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió lateral"
"4530","2018S003588    ","Sants-Montjuïc","Dimarts","Tarda",2.142907,41.380251,"Motocicleta","Home",48,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió lateral"
"4531","2018S003589    ","Sants-Montjuïc","Dimecres","Nit",2.172133,41.366507,"Cotxe","Home",49,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió frontal"
"4532","2018S003589    ","Sants-Montjuïc","Dimecres","Nit",2.172133,41.366507,"Cotxe","Home",28,"Conductor","Ferit lleu: Rebutja assistència sanitària",0,"Col.lisió frontal"
"4533","2018S003589    ","Sants-Montjuïc","Dimecres","Nit",2.172133,41.366507,"Cotxe","Dona",22,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió frontal"
"4534","2018S003589    ","Sants-Montjuïc","Dimecres","Nit",2.172133,41.366507,"Cotxe","Dona",44,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió frontal"
"4535","2018S003591    ","Eixample","Dimecres","Matí",2.167507,41.39244,"Cotxe","Home",49,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"4536","2018S003591    ","Eixample","Dimecres","Matí",2.167507,41.39244,"Cotxe","Dona",37,"Passatger","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"4537","2018S003592    ","Sant Martí","Dimecres","Matí",2.201548,41.391097,"Motocicleta","Home",44,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"4538","2018S003593    ","Eixample","Dimecres","Matí",2.180243,41.403853,"Cotxe","Home",42,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"4539","2018S003594    ","Eixample","Dimecres","Matí",2.146028,41.383069,"Motocicleta","Home",28,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"4540","2018S003595    ","Sant Martí","Dimecres","Matí",2.204611,41.393827,"Motocicleta","Home",31,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"4541","2018S003597    ","Eixample","Dimecres","Matí",2.16587,41.39788,"Motocicleta","Home",31,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"4542","2018S003597    ","Eixample","Dimecres","Matí",2.16587,41.39788,"Motocicleta","Home",31,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"4543","2018S003597    ","Eixample","Dimecres","Matí",2.16587,41.39788,"Motocicleta","Home",44,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"4544","2018S003597    ","Eixample","Dimecres","Matí",2.16587,41.39788,"Motocicleta","Home",44,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"4545","2018S003598    ","Sant Martí","Dimecres","Matí",2.20139,41.405925,"Motocicleta","Dona",26,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Caiguda (dues rodes)"
"4546","2018S003599    ","Sarrià-Sant Gervasi","Dimecres","Matí",2.131361,41.413804,"Cotxe","Home",47,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"4547","2018S003599    ","Sarrià-Sant Gervasi","Dimecres","Matí",2.131361,41.413804,"Cotxe","Home",22,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"4548","2018S003600    ","Sants-Montjuïc","Dimecres","Matí",2.189016,41.383396,"Motocicleta","Home",28,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"4549","2018S003601    ","Sants-Montjuïc","Dimecres","Matí",2.137695,41.375467,"Motocicleta","Home",25,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Xoc"
"4550","2018S003602    ","Sarrià-Sant Gervasi","Dimecres","Tarda",2.131425,41.410674,"Cotxe","Dona",56,"Passatger","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Xoc"
"4551","2018S003602    ","Sarrià-Sant Gervasi","Dimecres","Tarda",2.131425,41.410674,"Cotxe","Dona",37,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Xoc"
"4552","2018S003602    ","Sarrià-Sant Gervasi","Dimecres","Tarda",2.131425,41.410674,"Cotxe","Home",55,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Xoc"
"4553","2018S003603    ","Sant Martí","Dimecres","Tarda",2.218848,41.406682,"Motocicleta","Home",30,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"4554","2018S003604    ","Eixample","Dimecres","Tarda",2.150539,41.384784,"Motocicleta","Home",25,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"4555","2018S003605    ","Les Corts","Dimecres","Tarda",2.127996,41.391768,"Motocicleta","Dona",33,"Vianant","Ferit lleu: Hospitalització fins a 24h",0,"Atropellament"
"4556","2018S003605    ","Les Corts","Dimecres","Tarda",2.127996,41.391768,"Motocicleta","Dona",26,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Atropellament"
"4557","2018S003606    ","Sant Martí","Dimecres","Tarda",2.186875,41.412198,"Autobús","Dona",32,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda interior vehicle"
"4558","2018S003607    ","Nou Barris","Dimecres","Tarda",2.181433,41.44178,"Motocicleta","Home",86,"Vianant","Ferit lleu: Hospitalització fins a 24h",0,"Atropellament"
"4559","2018S003608    ","Eixample","Dimecres","Tarda",2.174311,41.402644,"Motocicleta","Home",33,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"4560","2018S003609    ","Eixample","Dimecres","Tarda",2.165243,41.399277,"Motocicleta","Home",39,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió lateral"
"4561","2018S003610    ","Ciutat Vella","Dimecres","Tarda",2.174312,41.387758,"Motocicleta","Home",59,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"4562","2018S003611    ","Horta-Guinardó","Dimecres","Tarda",2.154692,41.428075,"Motocicleta","Home",36,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"4563","2018S003612    ","Eixample","Dimecres","Tarda",2.163448,41.391077,"Motocicleta","Home",39,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"4564","2018S003613    ","Sants-Montjuïc","Dimecres","Tarda",2.140353,41.383942,"Cotxe","Dona",19,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"4565","2018S003613    ","Sants-Montjuïc","Dimecres","Tarda",2.140353,41.383942,"Cotxe","Home",18,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"4566","2018S003613    ","Sants-Montjuïc","Dimecres","Tarda",2.140353,41.383942,"Cotxe","Home",37,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió fronto-lateral"
"4567","2018S003614    ","Les Corts","Dimecres","Tarda",2.121412,41.377961,"Motocicleta","Dona",37,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"4568","2018S003615    ","Les Corts","Dimecres","Nit",2.111114,41.383903,"Cotxe","Dona",22,"Vianant","Ferit lleu: Hospitalització fins a 24h",0,"Atropellament"
"4569","2018S003617    ","Sarrià-Sant Gervasi","Dimecres","Nit",2.149606,41.394029,"Motocicleta","Home",29,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Caiguda (dues rodes)"
"4570","2018S003618    ","Horta-Guinardó","Dijous","Nit",2.1403,41.432476,"Motocicleta","Dona",58,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Atropellament"
"4571","2018S003619    ","Sants-Montjuïc","Dimecres","Nit",2.149394,41.374654,"Motocicleta","Dona",24,"Vianant","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió lateral"
"4572","2018S003619    ","Sants-Montjuïc","Dimecres","Nit",2.149394,41.374654,"Motocicleta","Dona",24,"Vianant","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Altres"
"4573","2018S003619    ","Sants-Montjuïc","Dimecres","Nit",2.149394,41.374654,"Motocicleta","Dona",24,"Vianant","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Atropellament"
"4574","2018S003619    ","Sants-Montjuïc","Dimecres","Nit",2.149394,41.374654,"Motocicleta","Home",43,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"4575","2018S003619    ","Sants-Montjuïc","Dimecres","Nit",2.149394,41.374654,"Motocicleta","Home",43,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Altres"
"4576","2018S003619    ","Sants-Montjuïc","Dimecres","Nit",2.149394,41.374654,"Motocicleta","Home",43,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Atropellament"
"4577","2018S003619    ","Sants-Montjuïc","Dimecres","Nit",2.149394,41.374654,"Motocicleta","Dona",26,"Vianant","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"4578","2018S003619    ","Sants-Montjuïc","Dimecres","Nit",2.149394,41.374654,"Motocicleta","Dona",26,"Vianant","Ferit lleu: Hospitalització fins a 24h",0,"Altres"
"4579","2018S003619    ","Sants-Montjuïc","Dimecres","Nit",2.149394,41.374654,"Motocicleta","Dona",26,"Vianant","Ferit lleu: Hospitalització fins a 24h",0,"Atropellament"
"4580","2018S003620    ","Ciutat Vella","Dijous","Matí",2.176107,41.376571,"Bicicleta","Dona",35,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"4581","2018S003621    ","Sants-Montjuïc","Dijous","Matí",2.118367,41.324533,"Cotxe","Dona",38,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"4582","2018S003622    ","Sarrià-Sant Gervasi","Dijous","Matí",2.112767,41.398214,"Motocicleta","Home",26,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió lateral"
"4583","2018S003624    ","Sarrià-Sant Gervasi","Dijous","Matí",2.145535,41.393001,"Bicicleta","Home",50,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"4584","2018S003625    ","Horta-Guinardó","Dijous","Matí",2.175552,41.419565,"Motocicleta","Home",22,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió fronto-lateral"
"4585","2018S003626    ","Sant Martí","Dijous","Matí",2.187109,41.400664,"Bicicleta","Home",31,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"4586","2018S003627    ","Les Corts","Dijous","Matí",2.12536,41.387806,"Bicicleta","Home",30,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió fronto-lateral"
"4587","2018S003627    ","Les Corts","Dijous","Matí",2.12536,41.387806,"Motocicleta","Home",51,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió fronto-lateral"
"4588","2018S003628    ","Eixample","Dijous","Matí",2.167502,41.400966,"Motocicleta","Dona",21,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"4589","2018S003629    ","Eixample","Dijous","Matí",2.176463,41.402436,"Bicicleta","Home",29,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"4590","2018S003630    ","Gràcia","Dijous","Matí",2.157598,41.411227,"Motocicleta","Home",49,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"4591","2018S003631    ","Sants-Montjuïc","Dijous","Tarda",2.133344,41.346716,"Cotxe","Home",61,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"4592","2018S003631    ","Sants-Montjuïc","Dijous","Tarda",2.133344,41.346716,"Cotxe","Home",51,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"4593","2018S003632    ","Nou Barris","Dijous","Tarda",2.188572,41.453646,"Cotxe","Dona",25,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"4594","2018S003632    ","Nou Barris","Dijous","Tarda",2.188572,41.453646,"Cotxe","Dona",30,"Conductor","Ferit lleu: Rebutja assistència sanitària",0,"Abast"
"4595","2018S003632    ","Nou Barris","Dijous","Tarda",2.188572,41.453646,"Cotxe","Dona",27,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"4596","2018S003633    ","Eixample","Dijous","Tarda",2.15814,41.379782,"Motocicleta","Dona",52,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda (dues rodes)"
"4597","2018S003634    ","Les Corts","Dijous","Tarda",2.142618,41.385495,"Motocicleta","Home",44,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"4598","2018S003635    ","Eixample","Dijous","Tarda",2.17317,41.400095,"Motocicleta","Home",26,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"4599","2018S003637    ","Gràcia","Dijous","Tarda",2.154059,41.412262,"Furgoneta","Dona",69,"Vianant","Ferit lleu: Hospitalització fins a 24h",0,"Atropellament"
"4600","2018S003638    ","Sant Andreu","Dijous","Matí",2.188607,41.438996,"Autobús","Dona",89,"Passatger","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Caiguda interior vehicle"
"4601","2018S003639    ","Eixample","Dijous","Tarda",2.161465,41.397016,"Motocicleta","Dona",52,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"4602","2018S003640    ","Sant Martí","Dijous","Tarda",2.20165,41.409508,"Motocicleta","Home",31,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió lateral"
"4603","2018S003641    ","Eixample","Dijous","Tarda",2.186282,41.394913,"Motocicleta","Home",31,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda (dues rodes)"
"4604","2018S003641    ","Eixample","Dijous","Tarda",2.186282,41.394913,"Motocicleta","Home",31,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda (dues rodes)"
"4605","2018S003642    ","Les Corts","Dijous","Tarda",2.114064,41.376368,"Cotxe","Home",2,"Vianant","Ferit greu: hospitalització superior a 24h",1,"Atropellament"
"4606","2018S003642    ","Les Corts","Dijous","Tarda",2.114064,41.376368,"Cotxe","Dona",54,"Vianant","Ferit greu: hospitalització superior a 24h",1,"Atropellament"
"4607","2018S003643    ","Sants-Montjuïc","Dijous","Tarda",2.129971,41.377816,"Motocicleta","Home",21,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"4608","2018S003644    ","Eixample","Dijous","Tarda",2.164884,41.392165,"Cotxe","Dona",73,"Vianant","Ferit lleu: Hospitalització fins a 24h",0,"Atropellament"
"4609","2018S003645    ","Ciutat Vella","Dijous","Tarda",2.191425,41.384372,"Motocicleta","Dona",37,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"4610","2018S003645    ","Ciutat Vella","Dijous","Tarda",2.191425,41.384372,"Motocicleta","Home",29,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"4611","2018S003646    ","Ciutat Vella","Dijous","Tarda",2.173576,41.381095,"Motocicleta","Home",30,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Altres"
"4612","2018S003646    ","Ciutat Vella","Dijous","Tarda",2.173576,41.381095,"Motocicleta","Home",30,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda (dues rodes)"
"4613","2018S003647    ","Eixample","Dijous","Tarda",2.154711,41.395317,"Autobús","Dona",71,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda interior vehicle"
"4614","2018S003648    ","Sants-Montjuïc","Dijous","Nit",2.166693,41.374725,"Motocicleta","Home",51,"Vianant","Ferit lleu: Hospitalització fins a 24h",0,"Atropellament"
"4615","2018S003648    ","Sants-Montjuïc","Dijous","Nit",2.166693,41.374725,"Motocicleta","Home",36,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Atropellament"
"4616","2018S003649    ","Eixample","Dijous","Tarda",2.167886,41.387297,"Motocicleta","Dona",26,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"4617","2018S003650    ","Eixample","Dijous","Tarda",2.167995,41.401203,"Motocicleta","Home",61,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"4618","2018S003650    ","Eixample","Dijous","Tarda",2.167995,41.401203,"Motocicleta","Home",53,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"4619","2018S003651    ","Eixample","Divendres","Nit",2.161386,41.397228,"Cotxe","Home",44,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"4620","2018S003653    ","Sarrià-Sant Gervasi","Divendres","Matí",2.121434,41.404635,"Motocicleta","Home",32,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió fronto-lateral"
"4621","2018S003654    ","Horta-Guinardó","Divendres","Matí",2.159533,41.437787,"Cotxe","Dona",53,"Conductor","Ferit lleu: Rebutja assistència sanitària",0,"Col.lisió fronto-lateral"
