"","Exp","Dist","Dia","Turno","Long","Lat","TipVeh","Sexo","Edad","TipPer","Vict","gravedad","TipAcc"
"563","2018S000462    ","Eixample","Dijous","Matí",2.174537,41.390536,"Motocicleta","Dona",44,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"6519","2018S005173    ","Horta-Guinardó","Dimecres","Nit",2.14233,41.424787,"Cotxe","Dona",28,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"11016","2018S008685    ","Sant Martí","Dimarts","Tarda",2.196178,41.387797,"Motocicleta","Home",53,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"6806","2018S005394    ","Sant Martí","Dijous","Tarda",2.198143,41.389169,"Motocicleta","Home",33,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"5636","2018S004482    ","Eixample","Dilluns","Tarda",2.17745,41.40176,"Motocicleta","Dona",40,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"11808","2018S009325    ","Sant Andreu","Dimecres","Tarda",2.187231,41.421388,"Autobús","Home",67,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda interior vehicle"
"5594","2018S004449    ","Eixample","Dissabte","Tarda",2.161465,41.397016,"Motocicleta","Dona",21,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"8360","2018S006581    ","Eixample","Dijous","Tarda",2.154035,41.37874,"Motocicleta","Home",37,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"7065","2018S005596    ","Sants-Montjuïc","Dijous","Tarda",2.147027,41.349257,"Motocicleta","Home",35,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"1270","2018S001021    ","Eixample","Dimarts","Matí",2.16952,41.385391,"Cotxe","Home",33,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"11100","2018S008752    ","Sants-Montjuïc","Dijous","Tarda",2.171885,41.366019,"Cotxe","Home",38,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"3036","2018S002442    ","Sarrià-Sant Gervasi","Dimecres","Tarda",2.14393,41.399321,"Motocicleta","Home",39,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"519","2018S000437    ","Les Corts","Dimecres","Tarda",2.137125,41.390772,"Cotxe","Dona",41,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Atropellament"
"4044","2018S003224    ","Eixample","Dijous","Matí",2.176439,41.395129,"Motocicleta","Home",42,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"11770","2018S009291    ","Sant Martí","Dimarts","Tarda",2.20975,41.417759,"Motocicleta","Home",39,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Atropellament"
"10969","2018S008647    ","Sants-Montjuïc","Diumenge","Tarda",2.154385,41.36593,"Cotxe","Home",22,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Xoc"
"8542","2018S006725    ","Nou Barris","Dijous","Matí",2.169034,41.4304,"Motocicleta","Dona",28,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda (dues rodes)"
"7897","2018S006252    ","Eixample","Dilluns","Nit",2.163111,41.397455,"Motocicleta","Home",47,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"122571","2018S009667    ","Eixample","Dimarts","Matí",2.175441,41.401785,"Cotxe","Home",88,"Vianant","Ferit greu: hospitalització superior a 24h",1,"Atropellament"
"8083","2018S006385    ","Eixample","Dilluns","Matí",2.16149,41.384656,"Cotxe","Dona",29,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"8733","2018S006883    ","Gràcia","Dimecres","Tarda",2.151557,41.408101,"Motocicleta","Dona",52,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"67061","2018S005312    ","Eixample","Dilluns","Tarda",2.155093,41.389883,"Motocicleta","Dona",56,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió fronto-lateral"
"7322","2018S005813    ","Ciutat Vella","Divendres","Matí",2.192044,41.378892,"Bicicleta","Home",4,"Vianant","Ferit lleu: Hospitalització fins a 24h",0,"Atropellament"
"3564","2018S002843    ","Eixample","Divendres","Nit",2.163143,41.378668,"Autobús","Dona",40,"Vianant","Ferit lleu: Hospitalització fins a 24h",0,"Atropellament"
"1813","2018S001468    ","Les Corts","Divendres","Tarda",2.114828,41.396307,"Motocicleta","Home",66,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió frontal"
"11865","2018S009365    ","Sant Martí","Divendres","Tarda",2.199842,41.390438,"Motocicleta","Home",25,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"11116","2018S008766    ","Sant Martí","Divendres","Matí",2.186871,41.394758,"Motocicleta","Dona",65,"Vianant","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Atropellament"
"8509","2018S006701    ","Sant Martí","Dimecres","Matí",2.201634,41.414447,"Motocicleta","Home",32,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"9798","2018S007714    ","Sants-Montjuïc","Dimecres","Tarda",2.155181,41.372876,"Motocicleta","Dona",57,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"304","2018S000260    ","Nou Barris","Dijous","Tarda",2.179884,41.430233,"Motocicleta","Home",38,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"5885","2018S004675    ","Sants-Montjuïc","Dimarts","Matí",2.168929,41.362194,"Cotxe","Home",47,"Passatger","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"9340","2018S007361    ","Sants-Montjuïc","Diumenge","Tarda",2.13485,41.365229,"Cotxe","Dona",44,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Xoc"
"2665","2018S002154    ","Sarrià-Sant Gervasi","Dissabte","Matí",2.154711,41.395317,"Motocicleta","Dona",30,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"3918","2018S003114    ","Eixample","Dilluns","Matí",2.175441,41.401785,"Motocicleta","Home",53,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió lateral"
"2852","2018S002310    ","Sant Andreu","Dijous","Tarda",2.203278,41.437533,"Cotxe","Dona",5,"Vianant","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Atropellament"
"1758","2018S001421    ","Nou Barris","Dimecres","Tarda",2.1773,41.428683,"Autobús","Dona",72,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda interior vehicle"
"5103","2018S004047    ","Eixample","Divendres","Matí",2.156297,41.380433,"Cotxe","Dona",25,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"5093","2018S004040    ","Sarrià-Sant Gervasi","Divendres","Matí",2.13834,41.407016,"Motocicleta","Home",36,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"4540","2018S003595    ","Sant Martí","Dimecres","Matí",2.204611,41.393827,"Motocicleta","Home",31,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"1876","2018S001527    ","Eixample","Diumenge","Tarda",2.185955,41.397391,"Motocicleta","Home",40,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"1709","2018S001377    ","Eixample","Dimarts","Tarda",2.169487,41.388439,"Motocicleta","Dona",39,"Vianant","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Atropellament"
"2868","2018S002323    ","Sarrià-Sant Gervasi","Divendres","Tarda",2.145547,41.402454,"Motocicleta","Home",55,"Vianant","Ferit lleu: Hospitalització fins a 24h",0,"Atropellament"
"5733","2018S004566    ","Eixample","Dijous","Tarda",2.163111,41.397455,"Motocicleta","Dona",34,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Altres"
"3272","2018S002605    ","Eixample","Dijous","Tarda",2.143641,41.386264,"Cotxe","Dona",74,"Passatger","Ferit lleu: Rebutja assistència sanitària",0,"Abast"
"10553","2018S008338    ","Eixample","Dimecres","Matí",2.151653,41.378821,"Motocicleta","Home",30,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda (dues rodes)"
"564","2018S000462    ","Eixample","Dijous","Matí",2.174537,41.390536,"Motocicleta","Home",39,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"5439","2018S004323    ","Sant Martí","Dilluns","Tarda",2.205132,41.396405,"Motocicleta","Dona",40,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"9826","2018S007738    ","Sant Andreu","Dijous","Tarda",2.189368,41.418729,"Motocicleta","Home",32,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"1499","2018S001207    ","Horta-Guinardó","Dimarts","Tarda",2.144392,41.428067,"Autobús","Dona",65,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda interior vehicle"
"68981","2018S005460    ","Sants-Montjuïc","Diumenge","Nit",2.167733,41.374962,"Cotxe","Home",48,"Vianant","Ferit greu: hospitalització superior a 24h",1,"Atropellament"
"2540","2018S002051    ","Sant Martí","Dimecres","Matí",2.206712,41.395762,"Cotxe","Home",20,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Xoc"
"1568","2018S001261    ","Eixample","Dijous","Tarda",2.170988,41.391485,"Motocicleta","Home",47,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió lateral"
"9261","2018S007301    ","Horta-Guinardó","Divendres","Tarda",2.159533,41.437787,"Motocicleta","Home",35,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió fronto-lateral"
"11002","2018S008673    ","Les Corts","Dilluns","Tarda",2.138295,41.390756,"Cotxe","Home",39,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"4603","2018S003641    ","Eixample","Dijous","Tarda",2.186282,41.394913,"Motocicleta","Home",31,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda (dues rodes)"
"8175","2018S006451    ","Horta-Guinardó","Divendres","Matí",2.180894,41.419319,"Motocicleta","Home",50,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda (dues rodes)"
"1166","2018S000939    ","Sarrià-Sant Gervasi","Diumenge","Tarda",2.112296,41.397427,"Cotxe","Home",73,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"4719","2018S003730    ","Les Corts","Diumenge","Tarda",2.128101,41.382378,"Motocicleta","Dona",27,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió frontal"
"33721","2018S002686    ","Eixample","Dilluns","Matí",2.14943,41.39076,"Motocicleta","Home",42,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió fronto-lateral"
"10009","2018S007894    ","Les Corts","Dimecres","Tarda",2.11495,41.385664,"Motocicleta","Home",44,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"5511","2018S004379    ","Sant Andreu","Dimecres","Tarda",2.207524,41.441601,"Motocicleta","Home",39,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda (dues rodes)"
"9951","2018S007843    ","Eixample","Dilluns","Nit",2.148281,41.379678,"Cotxe","Home",21,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió fronto-lateral"
"9979","2018S007867    ","Eixample","Dimarts","Tarda",2.156936,41.375192,"Motocicleta","Home",50,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"9757","2018S007684    ","Les Corts","Dimarts","Matí",2.125743,41.377504,"Bicicleta","Home",22,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"5402","2018S004292    ","Nou Barris","Dissabte","Nit",2.18174,41.439262,"Motocicleta","Home",55,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"9265","2018S007304    ","Sant Andreu","Divendres","Tarda",2.189318,41.450916,"Altres","Home",58,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"7727","2018S006126    ","Sant Andreu","Dijous","Nit",2.183972,41.423153,"Cotxe","Home",57,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió fronto-lateral"
"8720","2018S006872    ","Eixample","Dimecres","Tarda",2.154412,41.383437,"Motocicleta","Home",34,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"8","2018S000007    ","Sant Martí","Dilluns","Tarda",2.203081,41.418318,"Furgoneta","Dona",7,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"5835","2018S004639    ","Sant Martí","Dilluns","Matí",2.199468,41.402427,"Furgoneta","Dona",86,"Vianant","Ferit lleu: Hospitalització fins a 24h",0,"Atropellament"
"2702","2018S002185    ","Nou Barris","Diumenge","Tarda",2.18416,41.428658,"Autobús","Dona",16,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda interior vehicle"
"4662","2018S003687    ","Sant Martí","Divendres","Tarda",2.193796,41.406675,"Cotxe","Home",19,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió frontal"
"7521","2018S005971    ","Gràcia","Dijous","Matí",2.157598,41.411227,"Motocicleta","Home",27,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió lateral"
"4318","2018S003434    ","Sant Martí","Dijous","Tarda",2.214225,41.415125,"Bicicleta","Home",12,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"1364","2018S001099    ","Gràcia","Divendres","Tarda",2.16977,41.402674,"Motocicleta","Home",32,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"2990","2018S002405    ","Eixample","Dimarts","Matí",2.170017,41.398733,"Bicicleta","Home",26,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"8197","2018S006466    ","Sants-Montjuïc","Dissabte","Matí",2.149319,41.369641,"Motocicleta","Dona",29,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda (dues rodes)"
"5124","2018S004062    ","Eixample","Divendres","Tarda",2.154035,41.37874,"Cotxe","Home",39,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"9669","2018S007607    ","Sants-Montjuïc","Dilluns","Nit",2.119444,41.324476,"Cotxe","Home",32,"Passatger","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"12621","2018S001015    ","Sant Martí","Dimarts","Tarda",2.190519,41.405785,"Motocicleta","Dona",52,"Vianant","Ferit greu: hospitalització superior a 24h",1,"Atropellament"
"5334","2018S004241    ","Eixample","Divendres","Matí",2.17317,41.400095,"Autobús","Dona",69,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"12080","2018S009533    ","Eixample","Divendres","Nit",2.154165,41.376925,"Cotxe","Dona",48,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"10952","2018S008639    ","Eixample","Diumenge","Matí",2.145278,41.378977,"Cotxe","Dona",57,"Vianant","Ferit lleu: Hospitalització fins a 24h",0,"Atropellament"
"10870","2018S008580    ","Sarrià-Sant Gervasi","Divendres","Matí",2.147189,41.39448,"Cotxe","Dona",51,"Vianant","Ferit lleu: Hospitalització fins a 24h",0,"Atropellament"
"2147","2018S001737    ","Sant Martí","Dissabte","Matí",2.192334,41.407151,"Motocicleta","Dona",40,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"1603","2018S001289    ","Horta-Guinardó","Divendres","Tarda",2.158355,41.439555,"Cotxe","Home",37,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"8007","2018S006326    ","Eixample","Divendres","Tarda",2.162304,41.391909,"Motocicleta","Home",26,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"4211","2018S003350    ","Eixample","Dilluns","Nit",2.166375,41.400128,"Motocicleta","Dona",23,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"8050","2018S006359    ","Sant Martí","Diumenge","Tarda",2.203183,41.393521,"Motocicleta","Home",23,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"3927","2018S003121    ","Sarrià-Sant Gervasi","Dilluns","Matí",2.144741,41.392217,"Autobús","Dona",71,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda interior vehicle"
"2301","2018S001847    ","Sarrià-Sant Gervasi","Dimecres","Matí",2.152197,41.394927,"Motocicleta","Dona",38,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"9587","2018S007544    ","Sant Martí","Divendres","Tarda",2.205942,41.411042,"Motocicleta","Home",59,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"1147","2018S000926    ","Sant Andreu","Dissabte","Matí",2.200638,41.443036,"Motocicleta","Home",44,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda (dues rodes)"
"5719","2018S004554    ","Les Corts","Dijous","Matí",2.135191,41.386879,"Motocicleta","Home",20,"Vianant","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Atropellament"
"6267","2018S004957    ","Sant Martí","Dimecres","Tarda",2.199162,41.413265,"Cotxe","Dona",27,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió lateral"
"7350","2018S005833    ","Sarrià-Sant Gervasi","Divendres","Tarda",2.114746,41.400479,"Bicicleta","Dona",20,"Vianant","Ferit lleu: Hospitalització fins a 24h",0,"Atropellament"
"4077","2018S003250    ","Eixample","Divendres","Matí",2.163111,41.397455,"Motocicleta","Home",61,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió lateral"
"5985","2018S004748    ","Nou Barris","Dimecres","Tarda",2.183647,41.42887,"Bicicleta","Dona",30,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió frontal"
"11690","2018S009230    ","Ciutat Vella","Dilluns","Matí",2.183294,41.383379,"Motocicleta","Home",57,"Conductor","Ferit lleu: Rebutja assistència sanitària",0,"Col.lisió lateral"
"5914","2018S004689    ","Eixample","Dimarts","Tarda",2.157353,41.3899,"Motocicleta","Home",42,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió fronto-lateral"
"12347","2018S009743    ","Sants-Montjuïc","Dijous","Tarda",2.146114,41.350779,"Cotxe","Home",36,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"11197","2018S008834    ","Eixample","Dilluns","Tarda",2.159529,41.396527,"Motocicleta","Home",23,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"7453","2018S005916    ","Sant Andreu","Dimarts","Tarda",2.202826,41.442338,"Cotxe","Home",48,"Passatger","Ferit lleu: Rebutja assistència sanitària",0,"Col.lisió frontal"
"5028","2018S003989    ","Eixample","Dimecres","Tarda",2.163143,41.378668,"Motocicleta","Dona",45,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Atropellament"
"1801","2018S001459    ","Eixample","Divendres","Nit",2.172167,41.392344,"Cotxe","Dona",26,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"11449","2018S009039    ","Eixample","Dilluns","Matí",2.175501,41.406961,"Cotxe","Home",81,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"3687","2018S002950    ","Sant Martí","Dimecres","Nit",2.213735,41.402829,"Cotxe","Home",21,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"744","2018S000607    ","Sant Martí","Dimarts","Tarda",2.190878,41.392618,"Motocicleta","Home",25,"Conductor","Ferit lleu: Rebutja assistència sanitària",0,"Atropellament"
"11598","2018S009160    ","Sant Martí","Divendres","Tarda",2.199871,41.410847,"Motocicleta","Home",25,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"8818","2018S006957    ","Eixample","Diumenge","Nit",2.171659,41.395987,"Cotxe","Home",25,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"1741","2018S001405    ","Nou Barris","Dimecres","Tarda",2.186843,41.446917,"Motocicleta","Home",38,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"6720","2018S005322    ","Sant Martí","Dimarts","Matí",2.19735,41.411031,"Motocicleta","Home",27,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"11672","2018S009218    ","Les Corts","Diumenge","Tarda",2.128101,41.382378,"Motocicleta","Home",29,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"7162","2018S005668    ","Sant Martí","Dissabte","Tarda",2.218332,41.406911,"Cotxe","Dona",36,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"4948","2018S003931    ","Sants-Montjuïc","Dilluns","Matí",2.133696,41.369907,"Bicicleta","Home",73,"Vianant","Ferit lleu: Hospitalització fins a 24h",0,"Atropellament"
"7924","2018S006271    ","Sant Andreu","Dimarts","Tarda",2.183658,41.434136,"Autobús","Home",37,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió lateral"
"39121","2018S003112    ","Sants-Montjuïc","Dilluns","Nit",2.128826,41.342475,"Furgoneta","Home",58,"Conductor","Mort (dins 24h posteriors accident)",1,"Altres"
"3763","2018S003005    ","Sants-Montjuïc","Dijous","Tarda",2.139155,41.367201,"Motocicleta","Home",47,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"2688","2018S002176    ","Sant Martí","Diumenge","Matí",2.197996,41.389281,"Motocicleta","Home",48,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Caiguda (dues rodes)"
"4518","2018S003578    ","Nou Barris","Dimarts","Tarda",2.189294,41.453076,"Cotxe","Home",53,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"12033","2018S009492    ","Eixample","Dijous","Nit",2.170656,41.397025,"Motocicleta","Home",55,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda (dues rodes)"
"1885","2018S001532    ","Sarrià-Sant Gervasi","Diumenge","Tarda",2.139396,41.391351,"Cotxe","Dona",28,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"1113","2018S000900    ","Horta-Guinardó","Divendres","Tarda",2.164254,41.422665,"Motocicleta","Dona",26,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"1735","2018S001401    ","Sarrià-Sant Gervasi","Dimecres","Matí",2.149392,41.406132,"Motocicleta","Home",36,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"8433","2018S006639    ","Eixample","Dilluns","Matí",2.168432,41.398425,"Cotxe","Dona",68,"Conductor","Ferit lleu: Rebutja assistència sanitària",0,"Abast"
"7568","2018S006001    ","Gràcia","Divendres","Matí",2.155749,41.40922,"Motocicleta","Dona",29,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda (dues rodes)"
"10892","2018S008591    ","Sarrià-Sant Gervasi","Divendres","Matí",2.135765,41.392321,"Motocicleta","Dona",34,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"8223","2018S006481    ","Ciutat Vella","Diumenge","Nit",2.180002,41.383001,"Cotxe","Home",40,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió frontal"
"9005","2018S007107    ","Sarrià-Sant Gervasi","Divendres","Matí",2.139654,41.405051,"Motocicleta","Dona",48,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"63671","2018S005047    ","Sant Martí","Dissabte","Tarda",2.19548,41.408838,"Bicicleta","Home",60,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió fronto-lateral"
"8060","2018S006370    ","Eixample","Dilluns","Matí",2.167502,41.400966,"Motocicleta","Home",49,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"10038","2018S007916    ","Sants-Montjuïc","Dijous","Tarda",2.136979,41.369846,"Motocicleta","Home",33,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda (dues rodes)"
"9603","2018S007555    ","Eixample","Dissabte","Nit",2.169053,41.392838,"Motocicleta","Home",40,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Altres"
"11966","2018S009436    ","Sarrià-Sant Gervasi","Dimarts","Matí",2.134762,41.413287,"Motocicleta","Home",25,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"5366","2018S004269    ","Eixample","Dissabte","Nit",2.175441,41.401785,"Cotxe","Dona",49,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"3806","2018S003039    ","Eixample","Divendres","Matí",2.174816,41.407362,"Motocicleta","Dona",32,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda (dues rodes)"
"5000","2018S003971    ","Sarrià-Sant Gervasi","Dimecres","Matí",2.133651,41.399055,"Motocicleta","Dona",41,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió lateral"
"128","2018S000110    ","Nou Barris","Divendres","Tarda",2.18416,41.428658,"Motocicleta","Home",34,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió lateral"
"2245","2018S001799    ","Sants-Montjuïc","Dilluns","Tarda",2.173302,41.368502,"Motocicleta","Home",58,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"10287","2018S008109    ","Sarrià-Sant Gervasi","Dimecres","Tarda",2.141603,41.404775,"Motocicleta","Home",38,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"2822","2018S002285    ","Sants-Montjuïc","Dijous","Matí",2.132499,41.368671,"Motocicleta","Dona",29,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Caiguda (dues rodes)"
"2918","2018S002354    ","Eixample","Dissabte","Nit",2.173408,41.389688,"Cotxe","Dona",21,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"936","2018S000766    ","Eixample","Dilluns","Matí",2.185863,41.402617,"Bicicleta","Dona",34,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"29991","2018S002413    ","Eixample","Dimarts","Matí",2.174358,41.409499,"Motocicleta","Dona",53,"Vianant","Ferit greu: hospitalització superior a 24h",1,"Atropellament"
"8933","2018S007048    ","Sants-Montjuïc","Dimecres","Tarda",2.149519,41.375343,"Motocicleta","Home",35,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"10339","2018S008152    ","Sants-Montjuïc","Dissabte","Tarda",2.142514,41.373786,"Motocicleta","Dona",25,"Passatger","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"6070","2018S004813    ","Sant Martí","Divendres","Tarda",2.190416,41.400722,"Motocicleta","Home",41,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"4732","2018S003738    ","Eixample","Dilluns","Nit",2.161465,41.397016,"Motocicleta","Home",33,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda (dues rodes)"
